fr_Subject,fr_Predicate,fr_Object,Triple_ID,fr_Subject_concept,fr_Predicate_concept,fr_Object_concept
Leur permettre,ont,au titre de la decision-cadre,directive_2013_48_eu_en.txt,-,-,decision-cadre
ou avocat,information,dans un Etat membre,directive_2013_48_eu_en.txt,avocat,desinformation:information:infraction,-
OMS,inclure,cas de mandat d'arret europeen,directive_2013_48_eu_en.txt,-,-,mandat:mandat darret europeen
association du barreau appropriee,demande,tirage au sort,directive_2013_48_eu_en.txt,association:barre,-,sport
-,47,-,directive_2013_48_eu_en.txt,-,-,-
procedure de remise,est crucial,entre les Etats membres,directive_2013_48_eu_en.txt,procedure civile:procedure penale,-,-
observance,est essentiel,une cooperation aussi essentielle,directive_2013_48_eu_en.txt,-,-,cooperant:cooperative
delais,respecte,procedure de mandat d'arret europeen,directive_2013_48_eu_en.txt,-,-,mandat:procedure civile:procedure penale:mandat darret europeen
accuse qui,sous-tend,de la justice,directive_2013_48_eu_en.txt,accise,-,-
garantir les droits,faciliter,prendre les mesures appropriees,directive_2013_48_eu_en.txt,garantie,-,-
52 directive,soutient,de defense,directive_2013_48_eu_en.txt,directive,-,depense
directif,mis en oeuvre dans,avec droits,directive_2013_48_eu_en.txt,directive,mais,-
ou ils,assurer,des droits de l'homme,directive_2013_48_eu_en.txt,-,-,droits de lhomme
54 directive,ensembles,regles minimales,directive_2013_48_eu_en.txt,directive,-,-
Etats membres,etendre,de protection,directive_2013_48_eu_en.txt,-,-,protectionnisme
regles minimales,constituer,ce,directive_2013_48_eu_en.txt,-,-,-
niveau,tomber en dessous,des droits de l'homme,directive_2013_48_eu_en.txt,-,-,droits de lhomme
directif,favorise,donne des enfants,directive_2013_48_eu_en.txt,directive,-,enfant
une telle renonciation,assure,sous directive,directive_2013_48_eu_en.txt,-,assurance,directive
est titulaire,notifie,avec des raisons,directive_2013_48_eu_en.txt,-,-,-
adulte convenable,informe,comme relatif,directive_2013_48_eu_en.txt,adulte,-,commune
ce,etre sans,aux dispositions,directive_2013_48_eu_en.txt,-,-,-
qui,appliquer,des droits de l'homme,directive_2013_48_eu_en.txt,-,-,droits de lhomme
ce,mettre dedans,directif,directive_2013_48_eu_en.txt,-,-,directive
droits,assurer,de la procedure,directive_2013_48_eu_en.txt,-,-,-
declarations prejudiciables incriminantes,devait,pour condamnation,directive_2013_48_eu_en.txt,-,-,-
ou l'acces,etre sans,crime grave,directive_2013_48_eu_en.txt,-,-,-
preuves existantes,etre sans,une telle preuve,directive_2013_48_eu_en.txt,preuve,-,preuve
ceux qui,-,d'enfant,directive_2013_48_eu_en.txt,-,-,-
sont qui,se retenir de,circonstances,directive_2013_48_eu_en.txt,-,-,-
enfant applique,detenu au secret,des enfants,directive_2013_48_eu_en.txt,enfant,detenu,enfant
-,56,-,directive_2013_48_eu_en.txt,-,-,-
1 Etats membres,entreprise,instruments nationaux de transposition,directive_2013_48_eu_en.txt,-,entreprise,-
transmission,considere,de tels documents,directive_2013_48_eu_en.txt,-,-,document
syndicat,adopter,5 evp,directive_2013_48_eu_en.txt,syndicat,-,-
au-dela de quoi,aller au-dela,atteindre les objectifs,directive_2013_48_eu_en.txt,-,allergie,-
Etats membres,prise,son application,directive_2013_48_eu_en.txt,-,-,-
Danemark,prise,son application,directive_2013_48_eu_en.txt,-,-,-
-,adopte,directif,directive_2013_48_eu_en.txt,-,-,directive
tierce personne,pose,de liberte,directive_2013_48_eu_en.txt,personnel,-,-
d'eux,s'applique a,prive de liberte,directive_2013_48_eu_en.txt,-,-,-
personne suspecte,s'applique jusqu'a,d'appel,directive_2013_48_eu_en.txt,personnel:personne seule,-,-
directif,s'applique a,avec articles,directive_2013_48_eu_en.txt,directive,-,-
accuse qui,s'applique,autorite chargee de l'application de la loi,directive_2013_48_eu_en.txt,accise,-,autoroute:chargement:loi
directif,postuler a,affaires criminelles,directive_2013_48_eu_en.txt,directive,-,-
-,-,de l'union europeenne,directive_2013_48_eu_en.txt,-,-,-
personne suspecte,appliquer,procedure penale,directive_2013_48_eu_en.txt,personnel:personne seule,-,procedure penale:procedure speciale
-,article,de la criminalite,directive_2013_48_eu_en.txt,-,-,criminalite
permettre aux personnes,assurer,de defense,directive_2013_48_eu_en.txt,personnel,-,depense
informations generales,effort,par des suspects,directive_2013_48_eu_en.txt,information,-,-
2 suspects,ont,retard injustifie,directive_2013_48_eu_en.txt,-,-,-
ils,3,devant le tribunal,directive_2013_48_eu_en.txt,-,-,-
leur avocat,entrainer,l'accuse a le droit,directive_2013_48_eu_en.txt,avocat,-,-
personne suspecte,assurer,loi,directive_2013_48_eu_en.txt,personnel:personne seule,-,loi
le fait,deroger a,de liberte,directive_2013_48_eu_en.txt,-,-,-
Action immediate,deroger a,procedure penale,directive_2013_48_eu_en.txt,-,-,procedure penale:procedure speciale
confidentialite etats membres,respect,sous directive,directive_2013_48_eu_en.txt,confidentialite,-,directive
une telle communication,inclure,loi nationale,directive_2013_48_eu_en.txt,telecommunication,-,loi:nationalisme:nationalite
a la troisieme personne,article,de liberte,directive_2013_48_eu_en.txt,personnel,-,-
ils,assurer,retard injustifie,directive_2013_48_eu_en.txt,-,-,-
cas approprie adulte,assurer,d'enfant,directive_2013_48_eu_en.txt,adulte,-,-
personne,considere,18 ans,directive_2013_48_eu_en.txt,personnel,-,-
. Etats membres,cation de,raisons imperieuses,directive_2013_48_eu_en.txt,-,-,-
2 suspects,ont,des suspects,directive_2013_48_eu_en.txt,-,-,-
droits,reglemente par la legislation nationale,Pour qui,directive_2013_48_eu_en.txt,-,reglement:legislation:nationalisme:nationalite:legislation sanitaire,-
procedure penale,est,prevenir est une situation necessaire,directive_2013_48_eu_en.txt,procedure penale:procedure speciale,-,-
autorite,assurer,d'enfant,directive_2013_48_eu_en.txt,autoroute,-,-
-,base,de la procedure,directive_2013_48_eu_en.txt,-,-,-
-,article,tiers,directive_2013_48_eu_en.txt,-,-,-
accuse qui,assurer,les a nommes,directive_2013_48_eu_en.txt,accise,-,-
decision,autorise,une revue judiciaire,directive_2013_48_eu_en.txt,decision,-,-
decision motivee,enregistre,de l'Etat membre,directive_2013_48_eu_en.txt,decision,-,-
. Etats membres,limite,exigences imperatives,directive_2013_48_eu_en.txt,-,-,-
decision,.,une revue judiciaire,directive_2013_48_eu_en.txt,decision,-,-
-,article,autorites consulaires,directive_2013_48_eu_en.txt,-,-,-
ils,assurer,avec les autorites,directive_2013_48_eu_en.txt,-,-,-
ils,choisir,avec qui,directive_2013_48_eu_en.txt,-,-,-
b renonciation,assurer,de l'union europeenne,directive_2013_48_eu_en.txt,-,-,-
renoncer,indique,de l'Etat membre,directive_2013_48_eu_en.txt,-,-,-
ils,assurer,sur la possibilite,directive_2013_48_eu_en.txt,-,-,-
il,ont,des l'instant,directive_2013_48_eu_en.txt,-,-,-
-,je,Etat membre emetteur,directive_2013_48_eu_en.txt,-,-,-
autorite competente,fournir,en designant un avocat,directive_2013_48_eu_en.txt,autoroute,fournisseur,avocat
personne,est sans,au titre de la decision-cadre,directive_2013_48_eu_en.txt,personnel,-,decision-cadre
-,article,procedure de mandat d'arret europeen,directive_2013_48_eu_en.txt,-,-,mandat:procedure civile:procedure penale:mandat darret europeen
qui,est sans,avec charte,directive_2013_48_eu_en.txt,-,-,-
personne demandee,assurer,mandat d'arret europeen,directive_2013_48_eu_en.txt,personnel,-,mandat:mandat darret europeen
leur avocat,ont,autorite judiciaire,directive_2013_48_eu_en.txt,avocat,-,autoroute
derogation temporaire,droits,Etat membre d'execution,directive_2013_48_eu_en.txt,-,-,-
ils,informer,Etat membre emetteur,directive_2013_48_eu_en.txt,-,-,-
role,est,au titre de la decision-cadre,directive_2013_48_eu_en.txt,-,-,decision-cadre
suspects,assurer,sous directive,directive_2013_48_eu_en.txt,-,-,directive
3(6 droits,assurer,de la procedure,directive_2013_48_eu_en.txt,-,-,-
besoins particuliers,assurer,de directive,directive_2013_48_eu_en.txt,-,-,directive
-,clause,-,directive_2013_48_eu_en.txt,-,-,-
qui,interprete comme,de protection,directive_2013_48_eu_en.txt,-,interet:commune,protectionnisme
autorite competente,informer,competent 1,directive_2013_48_eu_en.txt,autoroute,-,-
Etats membres,Amener dans,27 novembre,directive_2013_48_eu_en.txt,-,amende,-
ils,informer,commission immediate,directive_2013_48_eu_en.txt,-,-,commissionnaire
ils,contenir,publication officielle,directive_2013_48_eu_en.txt,-,conteneur,publication
methodes,pose,Etats membres,directive_2013_48_eu_en.txt,-,-,-
ils,communiquer a,directive couverte,directive_2013_48_eu_en.txt,-,commune,directive
Etats membres,soumettre,propositions legislatives,directive_2013_48_eu_en.txt,-,-,-
directif,entrer dans,de l'union europeenne,directive_2013_48_eu_en.txt,directive,-,-
18 destinataires,adressee a,avec des traites,directive_2013_48_eu_en.txt,-,-,-
-,fait a,a strasbourg,directive_2013_48_eu_en.txt,-,-,-
-,president pour,pour le conseil,directive_2013_48_eu_en.txt,-,-,-
